sku,adhesion_strength,adhesive_material,backing_material,brand,breadcrumbs,color,core_size,description,elongation,image_url,manufacturer,part_number,price,standards,tape_length,tape_width,temperature_range,thickness,title,type,unspsc_code,url
0635306,,Rubber,Polyethylene,T-REX,"Home > All Products > Adhesives, Sealants, and Tape > Tape > Duct Tape",White,"3""","Super-tough premium co-extruded cloth tape for all-weather use on rough surfaces for heavy duty repairs and can also be used as a bottom board tape in the manufactured housing industry. A ""monster"" of a tape T-REX[REG] / PC 745 combines a waterproof reinforced backing with twice the adhesive to deliver a ferociously strong tape with unrivaled staying power. Super-tough premium cloth tape All-weather performance Quick stick even to rough or dirty surfaces Superior holding power Reinforced waterproof backing Extra-thick natural rubber adhesive Made using Polybonded CO-EX Technology[REG] For use on rough or dirty surfaces For heavy duty repairs that demand a ferociously strong hold Can also be used as a bottom board tape in the manufactured housing industry",10%,https://img0.fastenal.com/infp360pmm/derivates/3/001/304/120/0635306.jpg,SHURTAPE TECHNOLOGIES LLC,152500,18.62,,30 yd,48mm,32&deg;F - 200&deg;F,17 mil,48mm x 30yd x 17.0mil White Duct Tape Roll,Duct Tape,31201501,https://www.fastenal.com/product/details/0635306
0560083,95 oz/in,Rubber,Polyethylene,NASHUA,"Home > All Products > Adhesives, Sealants, and Tape > Tape > Duct Tape",White,"3""","Waterproof repairs. Heavy-duty packaging and bundling. High tensile strength for difficult applications. Puncture and abrasion resistance. Crisp, straight tear. Moisture, solvent, and abrasion resistance. Aggressive, durable adhesion. Waterproof repairs. Heavy-duty packaging and bundling. Seaming and securing underlayment materials. Seaming and sealing heavy poly sheeting and tarps. Mediablast protection. Heavy-duty contractor and manufacturing uses.",,https://img3.fastenal.com/infp360pmm/derivates/3/001/347/873/$v2/0560083.jpg,"BERRY GLOBAL, INC",1086150,1032.48,,55 M,48mm,40&deg;F - 200&deg;F,13 mil,48mm x 55m 13mil White Nashua&reg; 357 Polyethylene Duct Tape,Duct Tape,31201501,https://www.fastenal.com/product/details/0560083
0560018,95 oz/in,Rubber,Polyethylene,POLYKEN,"Home > All Products > Adhesives, Sealants, and Tape > Tape > Duct Tape",Green,"3""","Waterproof packaging for military and aerospace applications. Media blast protection and surface masking. Challenging repair bundling and seaming applications. Extremely moisture resistant duct tape provides high tensile strength and conformability. Crisp, straight tear and smooth, consistent unwind for easy use. Aggressive bond to surfaces for long-term seals. Waterproof packaging for military and aerospace applications. Media blast protection and surface masking. Challenging repair, bundling, seaming, and maintenance applications.",,https://img2.fastenal.com/infp360pmm/derivates/3/001/277/627/0560018.jpg,"BERRY GLOBAL, INC",1086617,901.44,"ASTM D-5486, Type IV, Class I",55 M,"1""",40&deg;F - 200&deg;F,12 mil,"1"" x 60yd 12mil Olive Polyken&reg; 231 Polyethylene Duct Tape",Duct Tape,31201501,https://www.fastenal.com/product/details/0560018
0631687,,Rubber,Polyethylene,,"Home > All Products > Adhesives, Sealants, and Tape > Tape > Duct Tape",Black,"3""",,21%,https://img1.fastenal.com/infp360pmm/derivates/3/001/136/686/0631687.jpg,SHURTAPE TECHNOLOGIES LLC,152429,288.24,"UL 723, FSI 0/SDI 0",55 M,48mm,50&deg;F - 200&deg;F,7 mil,48mmx55m 7mL Black PC589 Duct Tape Roll,Duct Tape,31201501,https://www.fastenal.com/product/details/0631687
0559961,50 oz/in,Rubber,Polyethylene,POLYKEN,"Home > All Products > Adhesives, Sealants, and Tape > Tape > Duct Tape",Red,"3""","Multiple uses in powerplants and on ships. Color Coding. Use with nickel-based alloys and austenitic stainless steel. Holding dosimeters securing clothing and gloves wrapping pipe ends insulation and duct sealing. Strong bond to all types of surfaces. Moisture, solvent, and abrasion resistant. Puncture resistant. Conformable and easy to handle. High tensile strength for tough applications. Multiple uses in power plants and ships. For use with nickel-based alloys and austenitic stainless steels. Holding dosimeters, sealing insulation, color coding, wrapping pipe ends, sealing duct work, packaging.",,https://img1.fastenal.com/infp360pmm/derivates/3/001/115/791/0559894.jpg,"BERRY GLOBAL, INC",1086580,831.84,Meets NRC Reg 1.38 and ASME NQA-1,55 M,48mm,40&deg;F - 200&deg;F,12 mil,48mm x 55m 12mil Red Polyken&reg; 226 Polyethylene Duct Tape,Duct Tape,31201501,https://www.fastenal.com/product/details/0559961
99591281,20 oz/in,Rubber,Vinyl,,"Home > All Products > Adhesives, Sealants, and Tape > Tape > Duct Tape",Yellow,,"3M Vinyl Duct Tape 3903 is a general purpose duct tape with a rubber adhesive and hand tearable, embossed vinyl backing. Rubber adhesive",,https://img4.fastenal.com/infp360pmm/derivates/3/001/335/039/99591267.jpg,TAPE CASE,3903-Y-4-50,60.13,,50 yd,"4""",250&deg;F,6.50 mil,"4"" x 50yd Roll 6.5 mil 3M&trade; 3903 Yellow Rubber Vinyl Duct Tape",Duct Tape,31201501,https://www.fastenal.com/product/details/99591281
0559958,40 oz/in,Rubber,Polyethylene,POLYKEN,"Home > All Products > Adhesives, Sealants, and Tape > Tape > Duct Tape",White,"3""","Cargo pit applications for freight aircraft. Challenging applications where high adhesion and flame resistance is critical. Seaming and repairing cargo compartment liner panels. Covering pins and rivets. Patching sealing and bundling. High tensile strength for difficult applications. Extremely conformable. Crisp, straight tear. Moisture, solvent, and abrasion resistant. Aggressive adhesion to surfaces, resists flagging and lifting. Deca-BDE Free. Complies with FAR 25.853(a)(1)(i) Cargo pit applications for freight carrying aircraft. Challenging applications where high adhesion and flame resistance is critical. Seaming and repairing cargo compartment liners. Covering pins and rivets. General purpose patching, sealing, and bundling.",,https://img2.fastenal.com/infp360pmm/derivates/3/001/958/0559958.jpg,"BERRY GLOBAL, INC",1086476,1311.84,Meets FAR 25.853(a)(1)(i),55 M,50mm,40&deg;F - 200&deg;F,12 mil,50mm x 55m 12mil White (Printed) Polyken&reg; 225FR Polyethylene Duct Tape,Duct Tape,31201501,https://www.fastenal.com/product/details/0559958
0560027,40 oz/in,Rubber,Polyethylene,POLYKEN,"Home > All Products > Adhesives, Sealants, and Tape > Tape > Duct Tape",Silver,"3""","Patching sealing and bundling applications where flame retardance is required. Abatement sealing bundling and seaming. Challenging applications where high adhesion and flame resistance is critical. Flame retardant. Strong bond to all types of surfaces. Moisture, solvent, and abrasion resistant. Puncture resistant. Conformable and easy to handle. High tensile strength for tough applications. Patching, sealing, and bundling applications where flame retardance is required. Hanging and seaming PE sheeting for containment and vapor barrier applications.",,https://img2.fastenal.com/infp360pmm/derivates/3/001/161/657/0560027.jpg,"BERRY GLOBAL, INC",1223461,1311.84,FAR 25.853(a)(1)(ii),55 M,48mm,40&deg;F - 200&deg;F,12 mil,48mm x 55m 12mil Silver Polyken&reg; 235 Polyethylene Duct Tape,Duct Tape,31201501,https://www.fastenal.com/product/details/0560027
0631102,70 oz/in,Rubber,Polyethylene,SHURGRIP,"Home > All Products > Adhesives, Sealants, and Tape > Tape > Duct Tape",Silver,"3""","ShurGRIP[REG] light duty cloth duct tape that offers aggressive adhesive and best-in-class performance for sealing, seaming, repairing, holding and waterproofing applications. Co-extruded PC 589 offers superior adhesion with quick stick; all-weather durability, even in hot, humid, cold or wet conditions; excellent holding power for indoor and outdoor use; and easy tearability to finish jobs with speed and ease. ShurGRIP[REG] light duty duct tape, Improved holding power to poly-sheeting and steel, Consistent, low-force unwind off the roll, Hand-tearable in machine and cross directions, Waterproof backing, Aggressive natural rubber adhesive, Green Point Contributor product, Made using Polybonded CO-EX Technology[REG], Tested in accordance with UL 723 For light duty sealing, seaming, repairing, holding and waterproofing applications that require aggressive stick and superior hold, For temporary or permanent use",20%,https://img0.fastenal.com/infp360pmm/derivates/3/001/304/075/0631102.jpg,SHURTAPE TECHNOLOGIES LLC,152300,317.28,UL 723,55 M,48mm,40&deg;F - 200&deg;F,7 mil,48mm x 55m Silver 7 mil Shurtape&reg; PC 7 Utility Grade Co-Extruded Duct Tape,Duct Tape,31201501,https://www.fastenal.com/product/details/0631102
0559960,50 oz/in,Rubber,Polyethylene,POLYKEN,"Home > All Products > Adhesives, Sealants, and Tape > Tape > Duct Tape",Black,"3""","Multiple uses in powerplants and on ships. Color Coding. Use with nickel-based alloys and austenitic stainless steel. Holding dosimeters securing clothing and gloves wrapping pipe ends insulation and duct sealing. Strong bond to all types of surfaces. Moisture, solvent, and abrasion resistant. Puncture resistant. Conformable and easy to handle. High tensile strength for tough applications. Multiple uses in power plants and ships. For use with nickel-based alloys and austenitic stainless steels. Holding dosimeters, sealing insulation, color coding, wrapping pipe ends, sealing duct work, packaging.",,https://img0.fastenal.com/infp360pmm/derivates/3/001/347/870/$v2/0559960.jpg,"BERRY GLOBAL, INC",1086579,1143.60,Meets NRC Reg 1.38 and ASME NQA-1,55 M,48mm,40&deg;F - 200&deg;F,12 mil,48mm x 55m 12mil Black Polyken&reg; 226 Polyethylene Duct Tape,Duct Tape,31201501,https://www.fastenal.com/product/details/0559960
0560025,95 oz/in,Rubber,Polyethylene,POLYKEN,"Home > All Products > Adhesives, Sealants, and Tape > Tape > Duct Tape",Green,"3""","Waterproof packaging for military and aerospace applications. Media blast protection and surface masking. Challenging repair bundling and seaming applications. Extremely moisture resistant duct tape provides high tensile strength and conformability. Crisp, straight tear and smooth, consistent unwind for easy use. Aggressive bond to surfaces for long-term seals. Waterproof packaging for military and aerospace applications. Media blast protection and surface masking. Challenging repair, bundling, seaming, and maintenance applications.",,https://img2.fastenal.com/infp360pmm/derivates/3/001/277/627/0560018.jpg,"BERRY GLOBAL, INC",1086619,868.32,"ASTM D-5486, Type IV, Class I",55 M,72mm,40&deg;F - 200&deg;F,12 mil,72mm x 55m 12mil Olive Polyken&reg; 231 Polyethylene Duct Tape,Duct Tape,31201501,https://www.fastenal.com/product/details/0560025
0631151,60 oz/in,Rubber,Polyethylene,,"Home > All Products > Adhesives, Sealants, and Tape > Tape > Duct Tape",White,"3""","Premium grade cloth duct tape used for protecting window and door frames during stucco application, as well as for various applications in high performance motorsports and for heavy duty bundling, holding and splicing. PC 622 combines high tensile strength, excellent holding power and conformability to deliver a tape solution that can withstand the rigors of the job. Premium grade cloth duct tape, Excellent holding power, High tensile strength, Conformable, Waterproof backing, Natural rubber adhesive, Green Point Contributor product, Tested in accordance with UL 723 For protecting window and door frames during stucco applications, Used in high performance motorsports, For heavy duty bundling, holding and splicing",14%,https://img4.fastenal.com/infp360pmm/derivates/3/001/186/944/0631149.jpg,SHURTAPE TECHNOLOGIES LLC,101165,781.92,"FSI 10/SDI 10, UL 723",55 M,48mm,50&deg;F - 200&deg;F,12.50 mil,48mmx55m 12.5mL White Stucco Masking Tape Roll,Duct Tape,31201501,https://www.fastenal.com/product/details/0631151
0614843,80 oz/in,Rubber,Polyethylene,,"Home > All Products > Adhesives, Sealants, and Tape > Tape > Duct Tape",Red,"3""","AC36 DUCTape is the general contractor's duct tape of choice! An 11 mil polyethylene coated cloth tape with an aggressive natural rubber adhesive system designed to provide exceptional shear strength. For demanding applications such as HVAC, abatement, weather proofing, extermination, flex-duct connections and all general maintenance needs. Available in silver, black and red. AC36 DUCTape is the general contractor's duct tape of choice! An 11 mil polyethylene coated cloth tape with an aggressive natural rubber adhesive system designed to provide exceptional shear strength. For demanding applications such as HVAC, abatement, weather proofing, extermination, flex-duct connections and all general maintenance needs. Available in silver, black and red. HVAC applications, asbestos / lead / fiberglass abatement, exterminators, weather-proofing, gasket material for flexduct connections, temporary wrapping, and general maintenance.",22%,https://img3.fastenal.com/infp360pmm/derivates/3/001/121/968/0614843_primary_eng.jpg,IPG,4335,507.60,"Meets HUD, BOCA, and L.A. County Codes, UL 723",54.80 M,48mm,40&deg;F - 90&deg;F,11 mil,48mm x 54.8M IPG&reg; Red AC36 11mL Medium Grade Duct Tape Roll,Duct Tape,31201501,https://www.fastenal.com/product/details/0614843
0614841,80 oz/in,Rubber,Polyethylene,,"Home > All Products > Adhesives, Sealants, and Tape > Tape > Duct Tape",Silver,,"AC36 DUCTape is the general contractor's duct tape of choice! An 11 mil polyethylene coated cloth tape with an aggressive natural rubber adhesive system designed to provide exceptional shear strength. For demanding applications such as HVAC, abatement, weather proofing, extermination, flex-duct connections and all general maintenance needs. Available in silver, black and red. AC36 DUCTape is the general contractor's duct tape of choice! An 11 mil polyethylene coated cloth tape with an aggressive natural rubber adhesive system designed to provide exceptional shear strength. For demanding applications such as HVAC, abatement, weather proofing, extermination, flex-duct connections and all general maintenance needs. Available in silver, black and red. HVAC applications, asbestos / lead / fiberglass abatement, exterminators, weather-proofing, gasket material for flexduct connections, temporary wrapping, and general maintenance.",22%,https://img0.fastenal.com/infp360pmm/derivates/3/001/121/950/0614841_primary_eng.jpg,IPG,4137,653.04,,54.80 M,48mm,40&deg;F - 90&deg;F,11 mil,48mm x 54.8M IPG&reg; Silver AC36 11mL Medium Grade Duct Tape Roll,Duct Tape,31201501,https://www.fastenal.com/product/details/0614841
924525128,80 oz/in,Rubber,Polyethylene,,"Home > All Products > Adhesives, Sealants, and Tape > Tape > Duct Tape",Yellow,"3""","General purpose, contractor grade cloth duct tape available in a wide variety of colors for sealing, seaming, repairing, holding and industrial color-coding and splicing applications. A poly-coated, repair duct tape, PC 9C Duck Pro by Shurtape provides quick stick, easy tearability and indoor clean removal for 30 days to finish jobs with speed and ease. General Purpose, co-extruded contractor grade duct tape;Conformable;Cold Temperature Adhesion;Will not twist or curl during application;Hand-tearable For general purpose use in industrial, plumbing, carpet, color-coding, poly hanging and splicing applications, as well as home and general repair applications, particularly where a discreet fix is neededFor temporary or permanent use, offers 30-day indoor clean removal.",20%,https://img3.fastenal.com/infp360pmm/derivates/3/288/317/924525128_primary_eng.jpg,SHURTAPE TECHNOLOGIES LLC,105498,463.04,,55 M,72mm,35&deg;F - 200&deg;F,9 mil,72mm W x 55 M L x 9 mil Thk Yellow Polyethylene Duct Tape,Duct Tape,31201501,https://www.fastenal.com/product/details/924525128
924525145,80 oz/in,Rubber,Polyethylene,,"Home > All Products > Adhesives, Sealants, and Tape > Tape > Duct Tape",Green,"3""","General purpose, contractor grade cloth duct tape available in a wide variety of colors for sealing, seaming, repairing, holding and industrial color-coding and splicing applications. A poly-coated, repair duct tape, PC 9C Duck Pro by Shurtape provides quick stick, easy tearability and indoor clean removal for 30 days to finish jobs with speed and ease. General Purpose, co-extruded contractor grade duct tape;Conformable;Cold Temperature Adhesion;Will not twist or curl during application;Hand-tearable For general purpose use in industrial, plumbing, carpet, color-coding, poly hanging and splicing applications, as well as home and general repair applications, particularly where a discreet fix is neededFor temporary or permanent use, offers 30-day indoor clean removal.",20%,https://img0.fastenal.com/infp360pmm/derivates/3/288/310/924525145_primary_eng.jpg,SHURTAPE TECHNOLOGIES LLC,105466,467.76,,55 M,48mm,35&deg;F - 200&deg;F,9 mil,48mm W x 55 M L x 9 mil Thk Green Polyethylene Duct Tape,Duct Tape,31201501,https://www.fastenal.com/product/details/924525145
923556557,,Rubber,,,"Home > All Products > Adhesives, Sealants, and Tape > Tape > Duct Tape",Brown,"3""","2"" x 60 yds. Brown (3 Pack) Tape Logic[REG] 10 Mil Duct Tape. Great for weather proofing, HVAC, duct repairs and maintenance. Moisture and tear resistant.",,https://img4.fastenal.com/infp360pmm/derivates/3/278/583/$v2/923556557_primary_eng.jpg,FASTENAL APPROVED VENDOR,,87.46,,60 yd,"2""",32&deg;F - 140&deg;F,10 mil,"2"" W x 60 yd L x 10 mil Thk Brown Duct Tape 3Ct",Duct Tape,31201501,https://www.fastenal.com/product/details/923556557
923556449,,Rubber,,,"Home > All Products > Adhesives, Sealants, and Tape > Tape > Duct Tape",Blue,"3""","3"" x 60 yds. Blue (3 Pack) Tape Logic[REG] 10 Mil Duct Tape. Great for weather proofing, HVAC, duct repairs and maintenance. Moisture and tear resistant.",,https://img2.fastenal.com/infp360pmm/derivates/3/278/583/$v2/923556449_primary_eng.jpg,FASTENAL APPROVED VENDOR,,115.87,,60 yd,"3""",32&deg;F - 140&deg;F,10 mil,"3"" W x 60 yd L x 10 mil Thk Blue Duct Tape 3Ct",Duct Tape,31201501,https://www.fastenal.com/product/details/923556449
923556445,,Rubber,,,"Home > All Products > Adhesives, Sealants, and Tape > Tape > Duct Tape",Silver,"3""","3"" x 60 yds. Silver (3 Pack) Tape Logic[REG] 9 Mil Duct Tape. General purpose tape for bundling, sealing and light repairs. Moisture and tear resistant.",,https://img4.fastenal.com/infp360pmm/derivates/3/278/583/$v2/923556445_primary_eng.jpg,FASTENAL APPROVED VENDOR,,115.38,,60 yd,"3""",,9 mil,"3"" W x 60 yd L x 9 mil Thk Silver Duct Tape 3Ct",Duct Tape,31201501,https://www.fastenal.com/product/details/923556445
0607068,,Rubber,Polyethylene,,"Home > All Products > Adhesives, Sealants, and Tape > Tape > Duct Tape",Black,,Constructed of polyethylene film laminated to cloth with a rubber adhesive this tape resists curling and tears off the roll cleanly for easy application on rough surfaces. 3M performance Plus duct tape 8979 has a unique construction that allows for applications indoors and outdoors. It is removable with little or no adhesive residue up to six months after application. The tape was tested for flame spread using test method UL723 ASTM E84 and can be used at temperatures as high as 200[DEG}F for up to 30 minutes. This sturdy cloth-reinforced tape can be torn from the roll by hand and sticks instantly providing a wide range of convenient solutions. PROFESSIONAL GRADE BLACK DUCT TAPE Outdoor UV-tolerant duct tape maintains versatile performanc when exposed to the elements. Ideal for tough demanding applications in the construction electrical HVAC industrial marine and plumbing markets PROFESSIONAL GRADE BLACK DUCT TAPE Outdoor UV-tolerant duct tape maintains versatile performanc when exposed to the elements. Ideal for tough demanding applications in the construction electrical HVAC industrial marine and plumbing markets PROFESSIONAL GRADE BLACK DUCT TAPE Outdoor UV-tolerant duct tape maintains versatile performanc when exposed to the elements. Ideal for tough demanding applications in the construction electrical HVAC industrial marine and plumbing markets PROFESSIONAL GRADE BLACK DUCT TAPE Outdoor UV-tolerant duct tape maintains versatile performanc when exposed to the elements. Ideal for tough demanding applications in the construction electrical HVAC industrial marine and plumbing markets PROFESSIONAL GRADE BLACK DUCT TAPE Outdoor UV-tolerant duct tape maintains versatile performanc when exposed to the elements. Ideal for tough demanding applications in the construction electrical HVAC industrial marine and plumbing markets PROFESSIONAL GRADE BLACK DUCT TAPE Outdoor UV-tolerant duct tape maintains versatile performanc when exposed to the elements. Ideal for tough demanding applications in the construction electrical HVAC industrial marine and plumbing markets PROFESSIONAL GRADE BLACK DUCT TAPE Outdoor UV-tolerant duct tape maintains versatile performanc when exposed to the elements. Ideal for tough demanding applications in the construction electrical HVAC industrial marine and plumbing markets PROFESSIONAL GRADE BLACK DUCT TAPE Outdoor UV-tolerant duct tape maintains versatile performanc when exposed to the elements. Ideal for tough demanding applications in the construction electrical HVAC industrial marine and plumbing markets PROFESSIONAL GRADE BLACK DUCT TAPE Outdoor UV-tolerant duct tape maintains versatile performanc when exposed to the elements. Ideal for tough demanding applications in the construction electrical HVAC industrial marine and plumbing markets PROFESSIONAL GRADE BLACK DUCT TAPE Outdoor UV-tolerant duct tape maintains versatile performanc when exposed to the elements. Ideal for tough demanding applications in the construction electrical HVAC industrial marine and plumbing markets PROFESSIONAL GRADE BLACK DUCT TAPE Outdoor UV-tolerant duct tape maintains versatile performanc when exposed to the elements. Ideal for tough demanding applications in the construction electrical HVAC industrial marine and plumbing markets PROFESSIONAL GRADE BLACK DUCT TAPE Outdoor UV-tolerant duct tape maintains versatile performanc when exposed to the elements. Ideal for tough demanding applications in the construction electrical HVAC industrial marine and plumbing markets PROFESSIONAL GRADE BLACK DUCT TAPE Outdoor UV-tolerant duct tape maintains versatile performanc when exposed to the elements. Ideal for tough demanding applications in the construction electrical HVAC industrial marine and plumbing markets REMOVES CLEANLY FOR UP TO 6 MONTHS Whether indoors or outdoors removes from most opaque surfaces with no adhesive residue for up to six months even after sun and weather exposure PROFESSIONAL GRADE BLACK DUCT TAPE Outdoor UV-tolerant duct tape maintains versatile performanc when exposed to the elements. Ideal for tough demanding applications in the construction electrical HVAC industrial marine and plumbing markets,,https://img2.fastenal.com/infp360pmm/derivates/3/001/113/008/0607068_Primary_eng.jpg,3M,7100139310,833.16,,55 M,72mm,200&deg;F,12.10 mil,72mm x 55m Black 3M&trade; 8979 12.1 mil Performance Plus Duct Tape,Duct Tape,31201501,https://www.fastenal.com/product/details/0607068
923556571,,Rubber,,,"Home > All Products > Adhesives, Sealants, and Tape > Tape > Duct Tape",Red,"3""","2"" x 60 yds. Red (3 Pack) Tape Logic[REG] 10 Mil Duct Tape. Great for weather proofing, HVAC, duct repairs and maintenance. Moisture and tear resistant.",,https://img0.fastenal.com/infp360pmm/derivates/3/278/583/$v2/923556571_primary_eng.jpg,FASTENAL APPROVED VENDOR,,94.33,,60 yd,"2""",32&deg;F - 140&deg;F,10 mil,"2"" W x 60 yd L x 10 mil Thk Red Duct Tape 3Ct",Duct Tape,31201501,https://www.fastenal.com/product/details/923556571
99591277,20 oz/in,Rubber,Vinyl,,"Home > All Products > Adhesives, Sealants, and Tape > Tape > Duct Tape",Green,,"3M Vinyl Duct Tape 3903 is a general purpose duct tape with a rubber adhesive and hand tearable, embossed vinyl backing. Rubber adhesive",,https://img2.fastenal.com/infp360pmm/derivates/3/001/284/637/99591263.jpg,TAPE CASE,3903-G-4-50,48.64,,50 yd,"4""",250&deg;F,6.50 mil,"4"" x 50yd Roll 6.5 mil 3M&trade; 3903 Green Rubber Vinyl Duct Tape",Duct Tape,31201501,https://www.fastenal.com/product/details/99591277
99591263,20 oz/in,Rubber,Vinyl,,"Home > All Products > Adhesives, Sealants, and Tape > Tape > Duct Tape",Green,,"3M Vinyl Duct Tape 3903 is a general purpose duct tape with a rubber adhesive and hand tearable, embossed vinyl backing. Rubber adhesive",,https://img2.fastenal.com/infp360pmm/derivates/3/001/284/637/99591263.jpg,TAPE CASE,3903-G-1-50,43.20,,50 yd,"1""",250&deg;F,6.50 mil,"1"" x 50yd Roll 6.5 mil 3M&trade; 3903 Green Rubber Vinyl Duct Tape",Duct Tape,31201501,https://www.fastenal.com/product/details/99591263
0631825,100 oz/in,Rubber,Polyethylene,,"Home > All Products > Adhesives, Sealants, and Tape > Tape > Duct Tape",Silver,"3""",,10%,https://img1.fastenal.com/infp360pmm/derivates/3/001/220/451/0631825.jpg,SHURTAPE TECHNOLOGIES LLC,152411,628.32,,35 yd,72mm,32&deg;F - 200&deg;F,17 mil,72mmx35yd 17mL Silver Duct Tape Roll,Duct Tape,31201501,https://www.fastenal.com/product/details/0631825
0560019,95 oz/in,Rubber,Polyethylene,POLYKEN,"Home > All Products > Adhesives, Sealants, and Tape > Tape > Duct Tape",Green,"3""","Waterproof packaging for military and aerospace applications. Media blast protection and surface masking. Challenging repair bundling and seaming applications. Extremely moisture resistant duct tape provides high tensile strength and conformability. Crisp, straight tear and smooth, consistent unwind for easy use. Aggressive bond to surfaces for long-term seals. Waterproof packaging for military and aerospace applications. Media blast protection and surface masking. Challenging repair, bundling, seaming, and maintenance applications.",,https://img2.fastenal.com/infp360pmm/derivates/3/001/277/627/0560018.jpg,"BERRY GLOBAL, INC",1086610,901.12,,55 M,"1-1/2""",40&deg;F - 200&deg;F,12 mil,"1-1/2"" x 60yd 12mil Olive Polyken&reg; 231 Polyethylene Duct Tape",Duct Tape,31201501,https://www.fastenal.com/product/details/0560019
0559963,50 oz/in,Rubber,Polyethylene,POLYKEN,"Home > All Products > Adhesives, Sealants, and Tape > Tape > Duct Tape",White,"3""","Multiple uses in powerplants and on ships. Color Coding. Use with nickel-based alloys and austenitic stainless steel. Holding dosimeters securing clothing and gloves wrapping pipe ends insulation and duct sealing. Strong bond to all types of surfaces. Moisture, solvent, and abrasion resistant. Puncture resistant. Conformable and easy to handle. High tensile strength for tough applications. Multiple uses in power plants and ships. For use with nickel-based alloys and austenitic stainless steels. Holding dosimeters, sealing insulation, color coding, wrapping pipe ends, sealing duct work, packaging.",,https://img4.fastenal.com/infp360pmm/derivates/3/001/417/0559954.jpg,"BERRY GLOBAL, INC",1086581,1090.08,Meets NRC Reg 1.38 and ASME NQA-1,55 M,48mm,40&deg;F - 200&deg;F,12 mil,48mm x 55m 12mil White Polyken&reg; 226 Polyethylene Duct Tape,Duct Tape,31201501,https://www.fastenal.com/product/details/0559963
924525177,80 oz/in,Rubber,Polyethylene,,"Home > All Products > Adhesives, Sealants, and Tape > Tape > Duct Tape",Red,"3""","General purpose, contractor grade cloth duct tape available in a wide variety of colors for sealing, seaming, repairing, holding and industrial color-coding and splicing applications. A poly-coated, repair duct tape, PC 9C Duck Pro by Shurtape provides quick stick, easy tearability and indoor clean removal for 30 days to finish jobs with speed and ease. General Purpose, co-extruded contractor grade duct tape;Conformable;Cold Temperature Adhesion;Will not twist or curl during application;Hand-tearable For general purpose use in industrial, plumbing, carpet, color-coding, poly hanging and splicing applications, as well as home and general repair applications, particularly where a discreet fix is neededFor temporary or permanent use, offers 30-day indoor clean removal.",20%,https://img1.fastenal.com/infp360pmm/derivates/3/288/314/924525177_primary_eng.jpg,SHURTAPE TECHNOLOGIES LLC,105497,304.96,,55 M,72mm,35&deg;F - 200&deg;F,9 mil,72mm W x 55 M L x 9 mil Thk Red Polyethylene Duct Tape,Duct Tape,31201501,https://www.fastenal.com/product/details/924525177
920265311,,Rubber,Polyethylene / Cloth,,"Home > All Products > Adhesives, Sealants, and Tape > Tape > Duct Tape",Gray,"3""",,,https://img3.fastenal.com/infp360pmm/derivates/3/256/849/920265311_primary_eng.jpg,3M,00689330173211,175.44,,25 yd,"1-7/8""",,,48 mm x 22.9 m 11 mil Silver DT11 All Purpose Duct Tape,Duct Tape,31201501,https://www.fastenal.com/product/details/920265311
99620581,55 oz/in,Rubber,Polyethylene,,"Home > All Products > Adhesives, Sealants, and Tape > Tape > Duct Tape",Silver,"3""","Polyethylene (PE) coated cloth tape with an aggressive pressure sensitive natural rubber adhesive. Designed to answer the end-use/consumer need for an economical general purpose duct tape. Polyethylene (PE) coated cloth tape with an aggressive pressure sensitive natural rubber adhesive. Designed to answer the end-use/consumer need for an economical general purpose duct tape. Packaging, wrapping and sealing, binding and bundling, exterminators, book repair, weather proofing, and general maintenance.",18%,https://img4.fastenal.com/infp360pmm/derivates/3/001/121/976/99111736_primary_eng.jpg,IPG,72878,480.72,UL 723,54.80 M,48mm,32&deg;F - 200&deg;F,10 mil,48mm x 54.8M IPG&reg; Silver AC30 10mL Medium Grade Duct Tape Roll,Duct Tape,31201501,https://www.fastenal.com/product/details/99620581
99591273,20 oz/in,Rubber,Vinyl,,"Home > All Products > Adhesives, Sealants, and Tape > Tape > Duct Tape",White,,"3M Vinyl Duct Tape 3903 is a general purpose duct tape with a rubber adhesive and hand tearable, embossed vinyl backing. Rubber adhesive",,https://img2.fastenal.com/infp360pmm/derivates/3/001/352/847/99591266.jpg,TAPE CASE,3903-W-1.5-50,66.81,,50 yd,"1-1/2""",250&deg;F,6.50 mil,"1.5"" x 50yd Roll 6.5 mil 3M&trade; 3903 White Rubber Vinyl Duct Tape",Duct Tape,31201501,https://www.fastenal.com/product/details/99591273
923556568,,Rubber,,,"Home > All Products > Adhesives, Sealants, and Tape > Tape > Duct Tape",White,"3""","3"" x 60 yds. White (3 Pack) Tape Logic[REG] 10 Mil Duct Tape. Great for weather proofing, HVAC, duct repairs and maintenance. Moisture and tear resistant.",,https://img2.fastenal.com/infp360pmm/derivates/3/278/583/$v2/923556568_primary_eng.jpg,FASTENAL APPROVED VENDOR,,115.87,,60 yd,"3""",32&deg;F - 140&deg;F,10 mil,"3"" W x 60 yd L x 10 mil Thk White Duct Tape 3Ct",Duct Tape,31201501,https://www.fastenal.com/product/details/923556568
